time,.m_nShipID,.m_fltHeading,.m_fltVel_U,.m_fltPos_X,.m_fltPos_Y
2024/07/30/14:27:32.559947,"(2000, 2001, 2002, 2003)","(-157.12811279296875, 1.843017578125, -0.7080078125, 352.20458984375)","(0.5897893309593201, 0.5408574342727661, 0.4903888702392578, 0.3242829442024231)","(271.9859313964844, 81.59032440185547, -999.6967163085938, -1004.1441040039062)","(212.71923828125, 192.9720458984375, -992.983154296875, -1001.9290771484375)"
2024/07/30/14:27:32.660604,"(2000, 2001, 2002, 2003)","(-156.929443359375, 1.843017578125, -1.2919921875, 352.62646484375)","(0.5889779329299927, 0.5408574342727661, 0.49038881063461304, 0.3242829442024231)","(271.9297180175781, 81.64437866210938, -999.650146484375, -1004.1151733398438)","(212.70159912109375, 192.97378540039062, -992.9678344726562, -1001.9437866210938)"
2024/07/30/14:27:32.759746,"(2000, 2001, 2002, 2003)","(-156.7464599609375, 1.843017578125, -1.8818359375, 353.05224609375)","(0.5882444381713867, 0.5408574342727661, 0.4903887212276459, 0.3242829442024231)","(271.8736877441406, 81.69844055175781, -999.6029663085938, -1004.0858764648438)","(212.68370056152344, 192.97552490234375, -992.9528198242188, -1001.9583740234375)"
2024/07/30/14:27:32.860090,"(2000, 2001, 2002, 2003)","(-156.57861328125, 1.843017578125, -2.4609375, 353.47412109375)","(0.5875847339630127, 0.5408574342727661, 0.4903886318206787, 0.3242829442024231)","(271.81781005859375, 81.75249481201172, -999.5565795898438, -1004.0567016601562)","(212.66555786132812, 192.97726440429688, -992.9385375976562, -1001.97265625)"
2024/07/30/14:27:32.959958,"(2000, 2001, 2002, 2003)","(-156.42523193359375, 1.843017578125, -3.044921875, 353.8916015625)","(0.5869954824447632, 0.5408574342727661, 0.49038854241371155, 0.3242829442024231)","(271.7620544433594, 81.80655670166016, -999.509521484375, -1004.0277709960938)","(212.6471710205078, 192.97900390625, -992.9246215820312, -1001.9865112304688)"
2024/07/30/14:27:33.060214,"(2000, 2001, 2002, 2003)","(-156.2862548828125, 1.843017578125, -3.6298828125, 354.3134765625)","(0.5863950252532959, 0.5408574342727661, 0.4903884530067444, 0.3242829442024231)","(271.7064514160156, 81.86061096191406, -999.4623413085938, -1003.9984741210938)","(212.62857055664062, 192.98074340820312, -992.9111938476562, -1002.0003662109375)"
2024/07/30/14:27:33.160011,"(2000, 2001, 2002, 2003)","(-156.1611328125, 1.843017578125, -4.2138671875, 354.7353515625)","(0.5858607292175293, 0.5408574342727661, 0.4903883934020996, 0.3242829442024231)","(271.6509704589844, 81.9146728515625, -999.4151000976562, -1003.968994140625)","(212.6097412109375, 192.98248291015625, -992.8982543945312, -1002.0139770507812)"
2024/07/30/14:27:33.260807,"(2000, 2001, 2002, 2003)","(-156.04833984375, 1.843017578125, -4.8046875, 355.16162109375)","(0.5853844881057739, 0.5408574342727661, 0.49038830399513245, 0.3242829442024231)","(271.5950622558594, 81.96926879882812, -999.3671875, -1003.939208984375)","(212.5905303955078, 192.98423767089844, -992.8856811523438, -1002.0274658203125)"
2024/07/30/14:27:33.360345,"(2000, 2001, 2002, 2003)","(-155.95025634765625, 1.843017578125, -5.3828125, 355.5791015625)","(0.5849764347076416, 0.5408574342727661, 0.49038824439048767, 0.3242829442024231)","(271.5403747558594, 82.02278900146484, -999.320068359375, -1003.9098510742188)","(212.57150268554688, 192.9859619140625, -992.873779296875, -1002.04052734375)"
2024/07/30/14:27:33.460217,"(2000, 2001, 2002, 2003)","(-155.86273193359375, 1.843017578125, -5.9736328125, 356.00537109375)","(0.5846168994903564, 0.5408574342727661, 0.4903881549835205, 0.3242829442024231)","(271.4846496582031, 82.07738494873047, -999.27197265625, -1003.8798217773438)","(212.55189514160156, 192.9877166748047, -992.8621826171875, -1002.0535888671875)"
2024/07/30/14:27:33.560560,"(2000, 2001, 2002, 2003)","(-155.78839111328125, 1.843017578125, -6.5517578125, 356.4228515625)","(0.5843169689178467, 0.5408574342727661, 0.49038809537887573, 0.3242829442024231)","(271.43017578125, 82.13090515136719, -999.224609375, -1003.8502807617188)","(212.53250122070312, 192.98944091796875, -992.8512573242188, -1002.0662231445312)"
2024/07/30/14:27:33.660081,"(2000, 2001, 2002, 2003)","(-155.724853515625, 1.843017578125, -7.1416015625, 356.8486328125)","(0.5839861631393433, 0.5408574342727661, 0.49038800597190857, 0.3242829442024231)","(271.3746643066406, 82.18550109863281, -999.17626953125, -1003.820068359375)","(212.51254272460938, 192.99119567871094, -992.8406372070312, -1002.078857421875)"
2024/07/30/14:27:33.759804,"(2000, 2001, 2002, 2003)","(-155.67388916015625, 1.843017578125, -7.720703125, 357.2666015625)","(0.5837109088897705, 0.5408574342727661, 0.4903879463672638, 0.3242829442024231)","(271.3203430175781, 82.23902130126953, -999.1287231445312, -1003.7903442382812)","(212.49281311035156, 192.992919921875, -992.8307495117188, -1002.0910034179688)"
2024/07/30/14:27:33.860664,"(2000, 2001, 2002, 2003)","(-155.6038818359375, 1.843017578125, -8.310546875, 357.6923828125)","(0.584178626537323, 0.5408574342727661, 0.49038785696029663, 0.3242829442024231)","(271.264892578125, 82.29361724853516, -999.0801391601562, -1003.7599487304688)","(212.47264099121094, 192.9946746826172, -992.8211059570312, -1002.1032104492188)"
2024/07/30/14:27:33.960560,"(2000, 2001, 2002, 2003)","(-155.517333984375, 1.843017578125, -8.8955078125, 358.1142578125)","(0.5846160650253296, 0.5408574342727661, 0.49038779735565186, 0.3242829442024231)","(271.2099914550781, 82.34767150878906, -999.031982421875, -1003.7297973632812)","(212.4525909423828, 192.9964141845703, -992.8120727539062, -1002.1150512695312)"
2024/07/30/14:27:34.059827,"(2000, 2001, 2002, 2003)","(-155.4150390625, 1.843017578125, -9.4736328125, 358.53173828125)","(0.5850237011909485, 0.5408574342727661, 0.4903877377510071, 0.3242829442024231)","(271.1556091308594, 82.40119171142578, -998.984130859375, -1003.6998291015625)","(212.43267822265625, 192.99813842773438, -992.8035888671875, -1002.1265869140625)"
2024/07/30/14:27:34.160645,"(2000, 2001, 2002, 2003)","(-155.2965087890625, 1.843017578125, -10.064453125, 358.9580078125)","(0.5854347348213196, 0.5408574342727661, 0.4903876781463623, 0.3242829442024231)","(271.10064697265625, 82.45524597167969, -998.935302734375, -1003.6691284179688)","(212.41246032714844, 192.9998779296875, -992.79541015625, -1002.1380615234375)"
2024/07/30/14:27:34.260474,"(2000, 2001, 2002, 2003)","(-155.1630859375, 1.843017578125, -10.642578125, 359.37548828125)","(0.5858218669891357, 0.5408574342727661, 0.49038761854171753, 0.3242829442024231)","(271.04571533203125, 82.50930786132812, -998.8873291015625, -1003.6390380859375)","(212.39215087890625, 193.00161743164062, -992.7879028320312, -1002.149169921875)"
2024/07/30/14:27:34.359819,"(2000, 2001, 2002, 2003)","(-155.0150146484375, 1.843017578125, -11.2265625, 359.79736328125)","(0.5861849784851074, 0.5408574342727661, 0.49038752913475037, 0.3242829442024231)","(270.9907531738281, 82.56336212158203, -998.8388061523438, -1003.6085205078125)","(212.37173461914062, 193.00335693359375, -992.7808227539062, -1002.1600952148438)"
2024/07/30/14:27:34.460302,"(2000, 2001, 2002, 2003)","(-154.850830078125, 1.843017578125, -11.8173828125, 0.2236328125)","(0.5865268707275391, 0.5408574342727661, 0.4903874695301056, 0.3242829442024231)","(270.9352722167969, 82.61796569824219, -998.7897338867188, -1003.5775756835938)","(212.3509979248047, 193.00511169433594, -992.7742309570312, -1002.1709594726562)"
2024/07/30/14:27:34.560903,"(2000, 2001, 2002, 2003)","(-154.67413330078125, 1.843017578125, -12.4013671875, 0.6455078125)","(0.5868403911590576, 0.5408574342727661, 0.4903874099254608, 0.3242829442024231)","(270.8803405761719, 82.6720199584961, -998.7410888671875, -1003.5469360351562)","(212.330322265625, 193.00685119628906, -992.7681274414062, -1002.1814575195312)"
2024/07/30/14:27:34.660490,"(2000, 2001, 2002, 2003)","(-154.48626708984375, 1.843017578125, -12.98046875, 1.06298828125)","(0.5871383547782898, 0.5408574342727661, 0.49038735032081604, 0.3242829442024231)","(270.82598876953125, 82.72554016113281, -998.6928100585938, -1003.5164794921875)","(212.3097381591797, 193.00857543945312, -992.7625732421875, -1002.191650390625)"
2024/07/30/14:27:34.760247,"(2000, 2001, 2002, 2003)","(-154.28204345703125, 1.843017578125, -13.5703125, 1.48876953125)","(0.5874297022819519, 0.5408574342727661, 0.49038729071617126, 0.3242829442024231)","(270.77056884765625, 82.78013610839844, -998.6435546875, -1003.4852905273438)","(212.28857421875, 193.0103302001953, -992.7574462890625, -1002.2017822265625)"
2024/07/30/14:27:34.860639,"(2000, 2001, 2002, 2003)","(-154.0987548828125, 1.843017578125, -14.1494140625, 1.90673828125)","(0.5868803858757019, 0.5408574342727661, 0.4903872311115265, 0.3242829442024231)","(270.71636962890625, 82.83365631103516, -998.59521484375, -1003.4547119140625)","(212.26759338378906, 193.01205444335938, -992.7528686523438, -1002.2114868164062)"
2024/07/30/14:27:34.960062,"(2000, 2001, 2002, 2003)","(-153.93048095703125, 1.843017578125, -14.7333984375, 2.328125)","(0.5863463878631592, 0.5408574342727661, 0.4903871715068817, 0.3242829442024231)","(270.66180419921875, 82.88771057128906, -998.54638671875, -1003.4237670898438)","(212.2461700439453, 193.0137939453125, -992.748779296875, -1002.2211303710938)"
2024/07/30/14:27:35.060106,"(2000, 2001, 2002, 2003)","(-153.77874755859375, 1.843017578125, -15.318359375, 2.75)","(0.5858328342437744, 0.5408574342727661, 0.49038711190223694, 0.3242829442024231)","(270.60736083984375, 82.94176483154297, -998.4974365234375, -1003.3927001953125)","(212.22451782226562, 193.01553344726562, -992.7451782226562, -1002.23046875)"
2024/07/30/14:27:35.160014,"(2000, 2001, 2002, 2003)","(-153.64312744140625, 1.843017578125, -15.90234375, 3.171875)","(0.5853387117385864, 0.5408574342727661, 0.49038708209991455, 0.3242829442024231)","(270.5530700683594, 82.9958267211914, -998.4485473632812, -1003.361572265625)","(212.20266723632812, 193.01727294921875, -992.7420654296875, -1002.2396240234375)"
2024/07/30/14:27:35.260266,"(2000, 2001, 2002, 2003)","(-153.5233154296875, 1.843017578125, -16.486328125, 3.59814453125)","(0.5848627686500549, 0.5408574342727661, 0.4903870224952698, 0.3242829442024231)","(270.4989013671875, 83.04988098144531, -998.3995361328125, -1003.330078125)","(212.18060302734375, 193.01901245117188, -992.739501953125, -1002.2485961914062)"
2024/07/30/14:27:35.359895,"(2000, 2001, 2002, 2003)","(-153.41900634765625, 1.843017578125, -17.0712890625, 4.015625)","(0.5844042301177979, 0.5408574342727661, 0.490386962890625, 0.3242829442024231)","(270.4448547363281, 83.10394287109375, -998.3505859375, -1003.2991943359375)","(212.15834045410156, 193.020751953125, -992.7373657226562, -1002.2572021484375)"
2024/07/30/14:27:35.460464,"(2000, 2001, 2002, 2003)","(-153.3299560546875, 1.843017578125, -17.6552734375, 4.4375)","(0.5839633941650391, 0.5408574342727661, 0.4903869032859802, 0.3242829442024231)","(270.39093017578125, 83.15799713134766, -998.3015747070312, -1003.2678833007812)","(212.1359100341797, 193.02249145507812, -992.7357788085938, -1002.2656860351562)"
2024/07/30/14:27:35.560092,"(2000, 2001, 2002, 2003)","(-153.25531005859375, 1.843017578125, -18.24609375, 4.86376953125)","(0.5835352540016174, 0.5408574342727661, 0.49038684368133545, 0.3242829442024231)","(270.33660888671875, 83.21260070800781, -998.2520141601562, -1003.2361450195312)","(212.1130828857422, 193.0242462158203, -992.7346801757812, -1002.2739868164062)"
2024/07/30/14:27:35.660105,"(2000, 2001, 2002, 2003)","(-153.19580078125, 1.843017578125, -18.830078125, 5.28515625)","(0.5831676721572876, 0.5408574342727661, 0.49038681387901306, 0.3242829442024231)","(270.2829284667969, 83.26665496826172, -998.2030029296875, -1003.2047729492188)","(212.09033203125, 193.02598571777344, -992.7340698242188, -1002.2819213867188)"
2024/07/30/14:27:35.760065,"(2000, 2001, 2002, 2003)","(-153.15045166015625, 1.843017578125, -19.4091796875, 5.703125)","(0.5828578472137451, 0.5408574342727661, 0.4903867542743683, 0.3242829442024231)","(270.2298583984375, 83.32017517089844, -998.1544799804688, -1003.173583984375)","(212.06764221191406, 193.0277099609375, -992.7340087890625, -1002.2896118164062)"
2024/07/30/14:27:35.859973,"(2000, 2001, 2002, 2003)","(-153.09124755859375, 1.843017578125, -19.9931640625, 6.125)","(0.5833953619003296, 0.5408574342727661, 0.4903866946697235, 0.3242829442024231)","(270.1762390136719, 83.37422943115234, -998.1054077148438, -1003.1420288085938)","(212.044677734375, 193.02944946289062, -992.734375, -1002.2971801757812)"
2024/07/30/14:27:35.960314,"(2000, 2001, 2002, 2003)","(-153.01873779296875, 1.843017578125, -20.5771484375, 6.54638671875)","(0.5839139223098755, 0.5408574342727661, 0.4903866648674011, 0.3242829442024231)","(270.1225891113281, 83.42829132080078, -998.056396484375, -1003.1104125976562)","(212.02163696289062, 193.03118896484375, -992.7352905273438, -1002.304443359375)"
2024/07/30/14:27:36.061063,"(2000, 2001, 2002, 2003)","(-152.93316650390625, 1.843017578125, -21.16796875, 6.97265625)","(0.5844130516052246, 0.5408574342727661, 0.49038660526275635, 0.3242829442024231)","(270.06890869140625, 83.48234558105469, -998.0068969726562, -1003.0784912109375)","(211.99851989746094, 193.03292846679688, -992.7366943359375, -1002.3115844726562)"
2024/07/30/14:27:36.159771,"(2000, 2001, 2002, 2003)","(-152.83349609375, 1.843017578125, -21.751953125, 7.39453125)","(0.5848972797393799, 0.5408574342727661, 0.49038657546043396, 0.3242829442024231)","(270.0146789550781, 83.53694152832031, -997.9578857421875, -1003.0467529296875)","(211.97508239746094, 193.03468322753906, -992.7385864257812, -1002.3184204101562)"
2024/07/30/14:27:36.260333,"(2000, 2001, 2002, 2003)","(-152.7220458984375, 1.843017578125, -22.3369140625, 7.81640625)","(0.5853564143180847, 0.5408574342727661, 0.4903865158557892, 0.3242829442024231)","(269.9609680175781, 83.59100341796875, -997.9088745117188, -1003.0150146484375)","(211.95179748535156, 193.0364227294922, -992.7410278320312, -1002.3250122070312)"
2024/07/30/14:27:36.361072,"(2000, 2001, 2002, 2003)","(-152.59930419921875, 1.843017578125, -22.9150390625, 8.23388671875)","(0.5857905745506287, 0.5408574342727661, 0.4903864860534668, 0.3242829442024231)","(269.9078063964844, 83.64451599121094, -997.8604125976562, -1002.9835205078125)","(211.92864990234375, 193.03814697265625, -992.743896484375, -1002.331298828125)"
2024/07/30/14:27:36.460063,"(2000, 2001, 2002, 2003)","(-152.4613037109375, 1.843017578125, -23.505859375, 8.66015625)","(0.5862126350402832, 0.5408574342727661, 0.490386426448822, 0.3242829442024231)","(269.8535461425781, 83.6991195678711, -997.81103515625, -1002.9513549804688)","(211.90492248535156, 193.03990173339844, -992.747314453125, -1002.3374633789062)"
2024/07/30/14:27:36.560492,"(2000, 2001, 2002, 2003)","(-152.312255859375, 1.843017578125, -24.08984375, 9.08203125)","(0.5866091251373291, 0.5408574342727661, 0.49038639664649963, 0.3242829442024231)","(269.7998352050781, 83.753173828125, -997.7621459960938, -1002.9194946289062)","(211.88133239746094, 193.04164123535156, -992.751220703125, -1002.3433837890625)"
2024/07/30/14:27:36.659718,"(2000, 2001, 2002, 2003)","(-152.15325927734375, 1.843017578125, -24.66796875, 9.49951171875)","(0.5869909524917603, 0.5408574342727661, 0.49038633704185486, 0.3242829442024231)","(269.7466735839844, 83.80669403076172, -997.7138061523438, -1002.8878784179688)","(211.8578643798828, 193.04336547851562, -992.7555541992188, -1002.3489379882812)"
2024/07/30/14:27:36.760217,"(2000, 2001, 2002, 2003)","(-151.98175048828125, 1.843017578125, -25.2529296875, 9.92529296875)","(0.587365984916687, 0.5408574342727661, 0.49038630723953247, 0.3242829442024231)","(269.6929931640625, 83.86074829101562, -997.6649780273438, -1002.8555908203125)","(211.8340301513672, 193.04510498046875, -992.7604370117188, -1002.3544311523438)"
2024/07/30/14:27:36.860683,"(2000, 2001, 2002, 2003)","(-151.82827758789062, 1.843017578125, -25.8369140625, 10.34326171875)","(0.586885392665863, 0.5408574342727661, 0.4903862476348877, 0.3242829442024231)","(269.63946533203125, 83.91481018066406, -997.6162719726562, -1002.8239135742188)","(211.80996704101562, 193.04684448242188, -992.7658081054688, -1002.3595581054688)"
2024/07/30/14:27:36.960222,"(2000, 2001, 2002, 2003)","(-151.69122314453125, 1.843017578125, -26.427734375, 10.76904296875)","(0.5864212512969971, 0.5408574342727661, 0.4903862178325653, 0.3242829442024231)","(269.5855407714844, 83.96940612792969, -997.5670776367188, -1002.79150390625)","(211.7854766845703, 193.04859924316406, -992.7717895507812, -1002.3645629882812)"
2024/07/30/14:27:37.060505,"(2000, 2001, 2002, 2003)","(-151.57269287109375, 1.843017578125, -27.01171875, 11.19091796875)","(0.5859820246696472, 0.5408574342727661, 0.4903861880302429, 0.3242829442024231)","(269.53228759765625, 84.02346801757812, -997.5184326171875, -1002.7594604492188)","(211.76101684570312, 193.0503387451172, -992.7781982421875, -1002.3692626953125)"
2024/07/30/14:27:37.160388,"(2000, 2001, 2002, 2003)","(-151.470947265625, 1.843017578125, -27.5966796875, 11.61279296875)","(0.5855616331100464, 0.5408574342727661, 0.49038612842559814, 0.3242829442024231)","(269.4791564941406, 84.07752227783203, -997.4699096679688, -1002.727294921875)","(211.73638916015625, 193.0520782470703, -992.7850341796875, -1002.373779296875)"
2024/07/30/14:27:37.260464,"(2000, 2001, 2002, 2003)","(-151.38629150390625, 1.843017578125, -28.1748046875, 12.0302734375)","(0.5851621627807617, 0.5408574342727661, 0.49038609862327576, 0.3242829442024231)","(269.42669677734375, 84.13104248046875, -997.4219360351562, -1002.6954956054688)","(211.7118377685547, 193.05380249023438, -992.7923583984375, -1002.3779296875)"
2024/07/30/14:27:37.360072,"(2000, 2001, 2002, 2003)","(-151.31747436523438, 1.843017578125, -28.759765625, 12.4521484375)","(0.5846958756446838, 0.5408574342727661, 0.49038606882095337, 0.3242829442024231)","(269.3738098144531, 84.18509674072266, -997.3734741210938, -1002.663330078125)","(211.6868896484375, 193.0555419921875, -992.8002319335938, -1002.3819580078125)"
2024/07/30/14:27:37.459846,"(2000, 2001, 2002, 2003)","(-151.26455688476562, 1.843017578125, -29.349609375, 12.87841796875)","(0.5842422842979431, 0.5408574342727661, 0.490386039018631, 0.3242829144001007)","(269.3205261230469, 84.23969268798828, -997.32470703125, -1002.6307983398438)","(211.66152954101562, 193.0572967529297, -992.8086547851562, -1002.3857421875)"
2024/07/30/14:27:37.559981,"(2000, 2001, 2002, 2003)","(-151.22817993164062, 1.843017578125, -29.93359375, 13.2998046875)","(0.5838097929954529, 0.5408574342727661, 0.4903859794139862, 0.3242837190628052)","(269.26788330078125, 84.29375457763672, -997.2764892578125, -1002.5985107421875)","(211.63629150390625, 193.0590362548828, -992.8175048828125, -1002.3892822265625)"
2024/07/30/14:27:37.660253,"(2000, 2001, 2002, 2003)","(-151.207275390625, 1.843017578125, -30.5126953125, 13.7177734375)","(0.5834357738494873, 0.5408574342727661, 0.4903859496116638, 0.3242860436439514)","(269.21588134765625, 84.3472671508789, -997.2288208007812, -1002.5665893554688)","(211.61119079589844, 193.06076049804688, -992.8267822265625, -1002.3925170898438)"
2024/07/30/14:27:37.759872,"(2000, 2001, 2002, 2003)","(-151.20114135742188, 1.843017578125, -31.1025390625, 14.1435546875)","(0.5831077098846436, 0.5408574342727661, 0.49038591980934143, 0.32429054379463196)","(269.16290283203125, 84.40187072753906, -997.1802978515625, -1002.5339965820312)","(211.58544921875, 193.06251525878906, -992.8367309570312, -1002.3956298828125)"
2024/07/30/14:27:37.859955,"(2000, 2001, 2002, 2003)","(-151.20947265625, 1.843017578125, -31.6875, 14.56494140625)","(0.5828330516815186, 0.5408574342727661, 0.49038589000701904, 0.32429662346839905)","(269.11053466796875, 84.45592498779297, -997.13232421875, -1002.501708984375)","(211.55987548828125, 193.0642547607422, -992.8470458984375, -1002.3984375)"
2024/07/30/14:27:37.960184,"(2000, 2001, 2002, 2003)","(-151.2313232421875, 1.843017578125, -32.265625, 14.982421875)","(0.5826075077056885, 0.5408574342727661, 0.49038586020469666, 0.32430434226989746)","(269.0587463378906, 84.50944519042969, -997.0850219726562, -1002.4696655273438)","(211.53443908691406, 193.06597900390625, -992.8577270507812, -1002.4010009765625)"
2024/07/30/14:27:38.060292,"(2000, 2001, 2002, 2003)","(-151.26736450195312, 1.843017578125, -32.8564453125, 15.40771484375)","(0.5824213624000549, 0.5408574342727661, 0.49038583040237427, 0.3243137001991272)","(269.0060119628906, 84.56404113769531, -997.0368041992188, -1002.43701171875)","(211.5084228515625, 193.06773376464844, -992.869140625, -1002.4033203125)"
2024/07/30/14:27:38.160339,"(2000, 2001, 2002, 2003)","(-151.31597900390625, 1.843017578125, -33.4404296875, 15.82861328125)","(0.5822791457176208, 0.5408574342727661, 0.4903858006000519, 0.32432472705841064)","(268.9538269042969, 84.61810302734375, -996.9891967773438, -1002.4046630859375)","(211.48257446289062, 193.06947326660156, -992.8809814453125, -1002.4054565429688)"
2024/07/30/14:27:38.259908,"(2000, 2001, 2002, 2003)","(-151.377197265625, 1.843017578125, -34.0244140625, 16.24951171875)","(0.5821762681007385, 0.5408574342727661, 0.4903857409954071, 0.3243374824523926)","(268.9017028808594, 84.67215728759766, -996.9417114257812, -1002.3722534179688)","(211.45664978027344, 193.0712127685547, -992.8932495117188, -1002.4072875976562)"
2024/07/30/14:27:38.359782,"(2000, 2001, 2002, 2003)","(-151.44964599609375, 1.843017578125, -34.609375, 16.67041015625)","(0.5821106433868408, 0.5408574342727661, 0.4903857111930847, 0.3243515193462372)","(268.8501281738281, 84.7262191772461, -996.8943481445312, -1002.33984375)","(211.43093872070312, 193.0729522705078, -992.906005859375, -1002.408935546875)"
2024/07/30/14:27:38.460005,"(2000, 2001, 2002, 2003)","(-151.53631591796875, 1.843017578125, -35.193359375, 17.0908203125)","(0.5820041298866272, 0.5408574342727661, 0.49038568139076233, 0.3243666887283325)","(268.79754638671875, 84.7802734375, -996.84716796875, -1002.3074340820312)","(211.40463256835938, 193.07469177246094, -992.9192504882812, -1002.4102783203125)"
2024/07/30/14:27:38.560691,"(2000, 2001, 2002, 2003)","(-151.6331787109375, 1.843017578125, -35.7724609375, 17.5068359375)","(0.5819304585456848, 0.5408574342727661, 0.49038565158843994, 0.32438328862190247)","(268.74603271484375, 84.83379364013672, -996.800537109375, -1002.275390625)","(211.37881469726562, 193.076416015625, -992.9328002929688, -1002.4114379882812)"
2024/07/30/14:27:38.661051,"(2000, 2001, 2002, 2003)","(-151.74411010742188, 1.843017578125, -36.3623046875, 17.93115234375)","(0.5818838477134705, 0.5408574342727661, 0.49038562178611755, 0.3244011700153351)","(268.6935119628906, 84.88838958740234, -996.7531127929688, -1002.2426147460938)","(211.35244750976562, 193.0781707763672, -992.9471435546875, -1002.412353515625)"
2024/07/30/14:27:38.760574,"(2000, 2001, 2002, 2003)","(-151.86553955078125, 1.843017578125, -36.947265625, 18.35107421875)","(0.5818635821342468, 0.5408574342727661, 0.49038559198379517, 0.32441970705986023)","(268.64154052734375, 84.94244384765625, -996.7063598632812, -1002.210205078125)","(211.3262939453125, 193.0799102783203, -992.9618530273438, -1002.4129638671875)"
2024/07/30/14:27:38.859870,"(2000, 2001, 2002, 2003)","(-151.96954345703125, 1.843017578125, -37.53125, 18.77099609375)","(0.582438588142395, 0.5408574342727661, 0.4903855621814728, 0.32443946599960327)","(268.5894470214844, 84.99650573730469, -996.6597290039062, -1002.177734375)","(211.30023193359375, 193.08164978027344, -992.9769897460938, -1002.4133911132812)"
2024/07/30/14:27:38.960725,"(2000, 2001, 2002, 2003)","(-152.05645751953125, 1.843017578125, -38.115234375, 19.1904296875)","(0.5830014944076538, 0.5408574342727661, 0.4903855323791504, 0.32445982098579407)","(268.53729248046875, 85.0505599975586, -996.6132202148438, -1002.145263671875)","(211.2742156982422, 193.08338928222656, -992.9926147460938, -1002.41357421875)"
2024/07/30/14:27:39.060366,"(2000, 2001, 2002, 2003)","(-152.12677001953125, 1.843017578125, -38.7001953125, 19.60986328125)","(0.5835521221160889, 0.5408574342727661, 0.4903855323791504, 0.324480801820755)","(268.4850158691406, 85.10462188720703, -996.56689453125, -1002.1128540039062)","(211.24826049804688, 193.0851287841797, -993.0087280273438, -1002.4135131835938)"
2024/07/30/14:27:39.159693,"(2000, 2001, 2002, 2003)","(-152.1807861328125, 1.843017578125, -39.2841796875, 20.02880859375)","(0.584090530872345, 0.5408574342727661, 0.490385502576828, 0.32450228929519653)","(268.43267822265625, 85.15867614746094, -996.520751953125, -1002.0803833007812)","(211.2223663330078, 193.0868682861328, -993.0253295898438, -1002.4132080078125)"
2024/07/30/14:27:39.260830,"(2000, 2001, 2002, 2003)","(-152.2188720703125, 1.843017578125, -39.869140625, 20.44775390625)","(0.58461594581604, 0.5408574342727661, 0.4903854727745056, 0.3245241343975067)","(268.3802490234375, 85.21273803710938, -996.4747924804688, -1002.0479736328125)","(211.1964874267578, 193.08860778808594, -993.0423583984375, -1002.4126586914062)"
2024/07/30/14:27:39.360479,"(2000, 2001, 2002, 2003)","(-152.2413330078125, 1.843017578125, -40.453125, 20.86669921875)","(0.5851290225982666, 0.5408574342727661, 0.4903854429721832, 0.32454606890678406)","(268.3277587890625, 85.26679229736328, -996.428955078125, -1002.0155029296875)","(211.17063903808594, 193.09034729003906, -993.0598754882812, -1002.4119262695312)"
2024/07/30/14:27:39.459809,"(2000, 2001, 2002, 2003)","(-152.2486572265625, 1.843017578125, -41.0322265625, 21.28173828125)","(0.585624635219574, 0.5408574342727661, 0.49038541316986084, 0.3245682120323181)","(268.27569580078125, 85.3203125, -996.3837890625, -1001.9833984375)","(211.14508056640625, 193.09207153320312, -993.0776977539062, -1002.410888671875)"
2024/07/30/14:27:39.560273,"(2000, 2001, 2002, 2003)","(-152.23974609375, 1.843017578125, -41.6220703125, 21.70458984375)","(0.5860801339149475, 0.5408574342727661, 0.49038538336753845, 0.3245905935764313)","(268.2225646972656, 85.37490844726562, -996.337890625, -1001.9506225585938)","(211.1190185546875, 193.0938262939453, -993.0963134765625, -1002.4096069335938)"
2024/07/30/14:27:39.660079,"(2000, 2001, 2002, 2003)","(-152.2158203125, 1.843017578125, -42.2060546875, 22.123046875)","(0.58653724193573, 0.5408574342727661, 0.49038535356521606, 0.3246125876903534)","(268.1698913574219, 85.42896270751953, -996.2926635742188, -1001.918212890625)","(211.0932159423828, 193.09556579589844, -993.115234375, -1002.4081420898438)"
2024/07/30/14:27:39.760093,"(2000, 2001, 2002, 2003)","(-152.17822265625, 1.843017578125, -42.78515625, 22.53759765625)","(0.5869951844215393, 0.5408574342727661, 0.4903853237628937, 0.32463401556015015)","(268.1177062988281, 85.48248291015625, -996.248046875, -1001.8861083984375)","(211.0676727294922, 193.0972900390625, -993.1343994140625, -1002.4064331054688)"
2024/07/30/14:27:39.860416,"(2000, 2001, 2002, 2003)","(-152.15625, 1.843017578125, -43.380859375, 22.96435546875)","(0.5869756937026978, 0.5408574342727661, 0.4903853237628937, 0.3246556222438812)","(268.06396484375, 85.5376205444336, -996.2023315429688, -1001.85302734375)","(211.04122924804688, 193.09906005859375, -993.1546020507812, -1002.4044189453125)"
2024/07/30/14:27:39.960493,"(2000, 2001, 2002, 2003)","(-152.15057373046875, 1.843017578125, -43.9599609375, 23.37890625)","(0.5869539976119995, 0.5408574342727661, 0.4903852939605713, 0.32467594742774963)","(268.01190185546875, 85.59114074707031, -996.1581420898438, -1001.8209838867188)","(211.0154571533203, 193.1007843017578, -993.1746826171875, -1002.4022216796875)"
